,Name,Locality,Cuisines,avg_cost_for_two,aggregate_rating
1854,The Chocolate Room,"BCM Heights, Vijay Nagar","Cafe, Desserts",700,3.9
1855,The Chocolate Room,"BCM Heights, Vijay Nagar","Cafe, Desserts",700,3.9
1856,McDonald's,"Mangal City Mall, Vijay Nagar","Burger, Fast Food, Beverages, Cafe, Desserts",500,4.1
1857,Cafe Bake Well,"Hotel Crown Palace, South Tukoganj","Cafe, Chinese",400,3.9
1858,Mugs & Beans,Rau,"North Indian, Italian, Fast Food",750,3.9
1859,Cafe Palette,Old Palasia,"Cafe, Mexican, Italian",800,4
1860,McDonald's,"Treasure Island Mall, South Tukoganj","Burger, Fast Food, Beverages, Cafe, Desserts",500,4.1
1861,McDonald's,Bhawar Kuan,"Burger, Fast Food, Beverages, Cafe, Desserts",500,4.1
1862,Wanna Puff,Rau,"Fast Food, Beverages",500,3.7
1863,Down Town Cafe,Sapna Sangeeta,"Cafe, Fast Food, North Indian",500,3.9
1864,Aieroc  Resto Cafe,By Pass Road (North),Cafe,800,4
1865,NH3 Kitchen,Rau,"Cafe, North Indian",650,4
1866,Fork It Cafe,By Pass Road (South),"Cafe, Fast Food",600,4.3
1867,Effe Cafe,Papaya Tree Hotel,Cafe,800,4
1868,The Nest,Old Palasia,"Cafe, Fast Food",550,4
1869,Checkmate Cafe,Bhawar Kuan,"Cafe, Fast Food",600,3.7
1870,Sassy House - All Day Cafe,Vijay Nagar,"Cafe, Fast Food, North Indian",650,3.8
1871,The Story Cafe,Vijay Nagar,"Cafe, Fast Food",550,3.4
1872,The Chai Bar,New Palasia,"Cafe, Fast Food",300,3.9
1873,Tea Diaries,YN Road,Cafe,500,4.2
1874,Waffles & More,Old Palasia,"Cafe, Desserts",500,4.2
1875,La Pink Cafe,New Palasia,"Cafe, North Indian, Fast Food, South Indian",500,3.3
1876,O2 Cafe 24*7,"Hotel Best Western Plus O2, South Tukoganj","Cafe, Fast Food",600,3.9
1877,The Urban Gumti,Vijay Nagar,"Cafe, Fast Food",450,3.5
1878,McDonald's,Vijay Nagar,"Burger, Fast Food, Beverages, Cafe, Desserts",500,4
1879,Buddy's,South Tukoganj,"Cafe, Fast Food",500,2.9
1880,Manas Klassika - The Cafe,South Tukoganj,"Cafe, Fast Food, Coffee, Beverages",600,3.8
1881,Cafe Chokolade,Vijay Nagar,"Cafe, Fast Food, Beverages, Ice Cream",250,3.7
1882,Biggies Burger 'n' More,Vijay Nagar,"Cafe, Fast Food, Burger",350,4.1
1883,Westeros,Vijay Nagar,Cafe,500,3.8
1884,Cafe XOXO,Vijay Nagar,"Cafe, Chinese",400,3.5
1885,Mclaren's Cafe,Khajrana,"Cafe, Mexican, Fast Food",700,2.6
1886,Beyond Temptation,Sudama Nagar,"Cafe, Beverages",450,3.6
1887,Koffee King,Sapna Sangeeta,"Cafe, Ice Cream",300,3.8
1888,Trap House Cafe,Bhawar Kuan,"Fast Food, North Indian",450,3.5
1889,Coco Nibs The Gourmet Cafe,By Pass Road (North),Cafe,500,4.1
1890,Chai Kaapi,New Palasia,"Cafe, Chinese, Biryani, North Indian",400,3.8
1891,Voyage Cafeteria,Bhawar Kuan,"Cafe, Fast Food, North Indian",500,3.6
1892,The Obroma Cafe,Navlakha,"Cafe, Chinese, Fast Food",400,3.7
1893,Ovenly by Khurana's,Vijay Nagar,"Cafe, Fast Food",300,4.1
1894,Koffee King,"56 Dukan, New Palasia","Cafe, Ice Cream",300,3.8
1895,Cafe Coffee Day,New Palasia,"Beverages, Cafe, Sandwich, Fast Food",700,3.5
1896,Cafe@BLU,Geeta Bhavan,"Cafe, Italian, Mexican",700,3.9
1897,Jail The Cafe,Airport Road,"Cafe, Fast Food",300,3.2
1898,Cafe Unplugged,Rajendra Nagar,"Cafe, Chinese",350,3.8
1899,Citrus Cafe,"Lemon Tree Hotel, RNT Marg","North Indian, Italian, Chinese, Cafe",1200,3.6
1900,Baked Inn,HIG-LIG,"Bakery, Cafe",400,3.5
1901,Nirvana - The Cafe,Vijay Nagar,Cafe,500,4
1902,The Ranjeet Cafe,Sudama Nagar,Cafe,500,3.6
1903,The Barrel Street Cafe,Rajendra Nagar,"Cafe, Fast Food",300,3.6
1904,Atrangi cafe,Vijay Nagar,Cafe,500,3.6
1905,Livup Cafebar & Lounge,Vijay Nagar,"North Indian, South Indian, Chinese, Cafe, Beverages",1200,3.7
1906,The Cafe Square,Bhawar Kuan,"Cafe, North Indian",450,2.6
1907,Haveli The Bungalow Cafe,Vijay Nagar,"Cafe, Chinese, Italian, Fast Food",600,3
1908,American Bawarchi,Vijay Nagar,"Cafe, Healthy Food, North Indian, Fast Food, Beverages, Wraps, Coffee, Pizza",400,3.7
1909,Mogambo Di Gravity,Khajrana,"Cafe, Fast Food, Italian, South Indian, Beverages",400,3.7
1910,The Vintage Book Cafe,Rajendra Nagar,Cafe,350,3.5
1911,LaCasa Resto Cafe,Rajendra Nagar,"Cafe, Italian, North Indian, Chinese",700,3.8
1912,Frespresso,Vijay Nagar,Cafe,600,3.3
1913,Cafe Coffee Day,Navlakha,"Beverages, Cafe, Sandwich, Fast Food",700,3.7
1914,Beyond Temptation,Annapurna Road,"Cafe, Sandwich, Fast Food",400,2.7
1915,Cafe Coffee Day,"BCM Heights, Vijay Nagar","Beverages, Cafe, Sandwich, Fast Food",700,3.8
1916,Grab & Run Cafe,Khajrana,"Cafe, Fast Food",150,3.6
1917,Chai Sutta Bar,Bhawar Kuan,Cafe,400,3.7
1918,Any Time Cafe,Vijay Nagar,"Cafe, Fast Food, Beverages",400,3.2
1919,Cafe Emotions,Bhawar Kuan,"Cafe, Fast Food",250,2.8
1920,McDonald's,Vijay Nagar,"Burger, Fast Food, Beverages, Cafe, Desserts",500,3.9
1921,Chai Sutta Bar,Vijay Nagar,Cafe,400,4
1922,COD - Come On Dear,South Tukoganj,Cafe,500,3.9
1923,Cafe Coffee Day,Ranjeet Hanuman,"Beverages, Cafe, Sandwich, Fast Food",700,3.7
1924,Tea Post,Vijay Nagar,"Cafe, Fast Food",400,2.7
1925,Jail Chai Bar,Bhawar Kuan,Cafe,200,3.5
1926,Woodstock Cafe - The Red Maple,"The Red Maple Mashal, Rau","North Indian, Chinese, Cafe",1000,2.3
1927,Bhadaas Cafe,Vijay Nagar,"Cafe, Street Food, Chinese",450,3.7
1928,Cafe Blue Turtle,By Pass Road (North),"Cafe, Italian, Continental, Beverages",700,3.7
1929,"96,97 Horror Street Cafe",Khajrana,"Cafe, Fast Food",200,3.5
1930,McCafe,"Treasure Island Mall, South Tukoganj","Cafe, Desserts",300,3.7
1931,Koffee King,Vijay Nagar,Cafe,300,3.5
1932,La Pink Cafe,Bhawar Kuan,"Cafe, North Indian, Fast Food, South Indian",500,3.2
1933,McDonald's,RNT Marg,"Burger, Fast Food, Beverages, Cafe, Desserts",500,3.4
1934,Tea Post,New Palasia,"Cafe, Fast Food",400,3.5
1935,Hotel Guru Kripa,Sarwate Bus Stand,North Indian,350,4.3
1936,Apna Sweets,Vijay Nagar,"Mithai, North Indian, South Indian, Beverages",400,4.3
1937,Mitti - Organic. Fresh. Desi.,Old Palasia,"Cafe, North Indian",600,4.3
1938,Cravings - Sayaji Hotel,"Sayaji Hotel, Vijay Nagar","North Indian, Chinese, Italian",1800,4.7
1939,The Cube - Hotel Effotel,"Hotel Effotel, Vijay Nagar","North Indian, Chinese, Italian",1200,4.8
1940,Apna Sweets,Sapna Sangeeta,"Mithai, North Indian, South Indian, Beverages",400,4
1941,Madhuram Sweets,"56 Dukan, New Palasia","Chinese, Mithai",300,4
1942,Shreemaya Celebration,"Hotel Shreemaya, RNT Marg","Bakery, North Indian, South Indian, Fast Food",600,4.6
1943,Indore Kitchen - Indore Marriott Hotel,"Indore Marriott Hotel, Vijay Nagar","North Indian, Italian, Asian, Fast Food",1800,4.4
1944,Mocha,YN Road,"Cafe, Continental, Italian, Street Food",800,4.2
1945,Apna Sweets,Annapurna Road,"Mithai, North Indian, South Indian, Beverages",400,3.8
1946,"Raja Ram - Dhaba, Sweets & Namkeen",Vijay Nagar,"North Indian, Mithai, Street Food",200,4.1
1947,Tinku Everfresh,Vijay Nagar,"Sandwich, Fast Food, Beverages",450,4.2
1948,Hobnob Gourmet Cafébar,"Infiniti Hotel, Vijay Nagar","Continental, Italian, North Indian",1950,4.6
1949,Guru Kripa,Rau,North Indian,300,3.9
1950,Cafe Chapter One,Vijay Nagar,"Cafe, Italian, Fast Food",750,4.5
1951,Shreemaya Celebration,Rajendra Nagar,"Bakery, North Indian, South Indian, Fast Food",500,4.3
1952,Oye24,Manik Bagh Road,"North Indian, Chinese",250,3.7
1953,Johny Hot Dog,"56 Dukan, New Palasia","Fast Food, Street Food",150,4.5
1954,Chill Baby,Old Palasia,"Fast Food, Chinese, Pizza",400,3.9
1955,Cafe Yolo,Vijay Nagar,"Cafe, Fast Food",650,4.1
1956,Vijay Chaat House,"56 Dukan, New Palasia",Street Food,100,4.8
1957,Ravi Alpahar,Old Palasia,Street Food,100,4.3
1958,Hotel Shreemaya,"Hotel Shreemaya, RNT Marg","North Indian, Mughlai, Chinese",1100,4.4
1959,Tea Shack,Vijay Nagar,"Fast Food, Italian",450,4.2
1960,Delicious Hut,HIG-LIG,North Indian,300,4.1
1961,Faasos,Old Palasia,"Fast Food, North Indian, Biryani, Rolls, Wraps",600,4.2
1962,Spicy Family Restaurant,Vijay Nagar,"North Indian, Chinese, Mughlai",500,3.7
1963,Chakhna Cafe,Old Palasia,"Chinese, Fast Food, North Indian, Beverages",350,3.9
1964,Apna Sweets,Bombay Bazaar,"Mithai, North Indian, South Indian, Beverages",400,3.2
1965,Lotus Cafe & Restaurant,Rajendra Nagar,"Cafe, North Indian",550,3.3
1966,Shreemaya Celebrity,Vijay Nagar,"North Indian, South Indian, Italian, Chinese, Street Food",500,4.3
1967,Shreemaya Celebrity,"Hotel Shreemaya Residency, Press Complex","North Indian, South Indian, Italian, Chinese, Street Food",500,4.5
1968,Chai Kaapi,Old Palasia,"Fast Food, Beverages, Tea",350,4.1
1969,Lucky Bakers,Sudama Nagar,"Bakery, Fast Food",250,3.9
1970,The Creative Kitchen - Radisson Blu Hotel,"Radisson Blu Hotel, Vijay Nagar","North Indian, Continental, Mexican, Italian",2000,4.1
1971,The Eyry,New Palasia,"Cafe, Mexican, Italian, North Indian",1000,4.1
1972,McDonald's,"Mangal City Mall, Vijay Nagar","Burger, Fast Food, Beverages, Cafe, Desserts",500,4.1
1973,12 AM - Hotel Somdeep Palace," Hotel Somdeep Palace, Vijay Nagar",North Indian,750,4.1
1974,Young Tarang,"56 Dukan, New Palasia","Street Food, South Indian",300,3.8
1975,Young Tarang,"56 Dukan, New Palasia","Street Food, South Indian",300,3.8
1976,McDonald's,"Treasure Island Mall, South Tukoganj","Burger, Fast Food, Beverages, Cafe, Desserts",500,4.1
1977,McDonald's,Bhawar Kuan,"Burger, Fast Food, Beverages, Cafe, Desserts",500,4.1
1978,Wanna Puff,Rau,"Fast Food, Beverages",500,3.7
1979,Urban Desi Bistro,"56 Dukan, New Palasia","North Indian, Mughlai",700,4.3
1980,Perfect Bakery,Vijay Nagar,"Bakery, Fast Food",200,3.9
1981,Sharma Namkeen Mithaiyan,Vijay Nagar,"North Indian, Chinese, South Indian, Street Food, Beverages",200,4
1982,Effe Cafe,Papaya Tree Hotel,Cafe,800,4
1983,Make My Sandwich,Vijay Nagar,"Sandwich, Fast Food",300,3.9
1984,Faasos,"Mangal City Mall, Vijay Nagar","Fast Food, North Indian, Biryani, Rolls, Wraps",600,4.2
1985,Riddhi Siddhi,Vijay Nagar,"North Indian, South Indian, Chinese, Fast Food",600,3.3
1986,Laxmi Narayan Doodhwala,Old Palasia,"Mithai, Fast Food",200,4.2
1987,The Nest,Old Palasia,"Cafe, Fast Food",550,4
1988,Indian Coffee House,"BCM Heights, Vijay Nagar","South Indian, North Indian, Chinese, Fast Food",450,3.9
1989,Kava - Fairfield by Marriott,Fairfield By Marriott,"North Indian, Asian, Italian",1500,3.8
1990,Mr. Eggzotic,Old Palasia,"Fast Food, North Indian, Street Food",350,3.3
1991,Hotel Apna Avenue Foody,New Palasia,"North Indian, Chinese, Fast Food",600,4
1992,Chai Kaapi,Vijay Nagar,"Fast Food, Beverages, Tea",350,4.1
1993,Romba South,Vijay Nagar,"Andhra, South Indian",600,4
1994,Drunken Monkey,Vijay Nagar,"Beverages, Healthy Food, Fast Food",300,4.3
1995,Upvaas,Sapna Sangeeta,"Fast Food, Beverages",250,3.8
1996,Hotel Shreemaya Residency,"Hotel Shreemaya Residency, Press Complex","North Indian, Chinese, Continental",1200,4.2
1997,Drool- The Highway Shack,By Pass Road (North),"North Indian, Pizza, Chinese, Fast Food, Beverages",600,4
1998,Cafe Buddies,Annapurna Road,"Fast Food, South Indian, Chinese",300,3.4
1999,Dyno Kitchen,Sapna Sangeeta,"North Indian, Fast Food",350,3.8
2000,Gujrat Sweets,Sapna Sangeeta,"Mithai, Street Food",250,3.8
2001,Bakers Lounge,Sapna Sangeeta,"Bakery, Fast Food",250,3.8
2002,Sankalp,"BCM Heights, Vijay Nagar",South Indian,800,3.6
2003,O2 Cafe 24*7,"Hotel Best Western Plus O2, South Tukoganj","Cafe, Fast Food",600,3.9
2004,JMB,By Pass Road (North),"North Indian, Chinese, Street Food, Mithai",500,3.7
2005,Agrawal Sweets,Sapna Sangeeta,Mithai,250,3.8
2006,Golden Oven,"Hotel Best Western Plus O2, South Tukoganj","North Indian, Chinese, Continental",1400,3.7
2007,McDonald's,Vijay Nagar,"Burger, Fast Food, Beverages, Cafe, Desserts",500,4
2008,Bake Well Bakery Shop,"Hotel Crown Palace, South Tukoganj","Bakery, Fast Food",300,3.6
2009,Nema's Food Island,Airport Road,"North Indian, Fast Food",450,2.9
2010,Leaves & Loafs Cafe & Bakery,Vijay Nagar,"North Indian, Chinese, Italian, Healthy Food, Desserts, Bakery",500,4
2011,Dash Parathas,Vijay Nagar,"Fast Food, North Indian",200,3.8
2012,Jonathan's Kitchen,By Pass Road (North),"North Indian, Italian",1900,4.1
2013,Mathurawala Sweets,"Mathurawala, Airport Road",Mithai,300,2.5
2014,Nafees Bakers,New Palasia,"Bakery, Fast Food",400,3.9
2015,Chilli Grill,Vijay Nagar,"North Indian, Chinese",700,4
2016,Sagar Juice Center,Sapna Sangeeta,Beverages,200,3.9
2017,Icy Spicy,Old Palasia,"South Indian, Fast Food",350,3
2018,Mama Ji Ka Dhaba,Rau,North Indian,300,3.7
2019,Cake Me Away,Old Palasia,"Bakery, Fast Food",350,3.5
2020,Royal Sandwich,HIG-LIG,"Sandwich, Fast Food",300,4
2021,Anand Shree Fruit Bonanza,Vijay Nagar,"South Indian, Chinese, Continental, Street Food",400,4
2022,Patang - Hotel Daksh Residency,Vijay Nagar,"North Indian, Mughlai, Chinese, Fast Food",650,4.1
2023,Panna Restaurant,Bhawar Kuan,"North Indian, Chinese, South Indian",400,3.7
2024,Central Coffee House,Chhavani,"Fast Food, Coffee",200,4
2025,Suresh Namkeen and Sweets,YN Road,"Mithai, Street Food",200,4.1
2026,Nafees Bakery,Bombay Bazaar,"Bakery, Fast Food",150,3.4
2027,Cafe Udipi,Old Palasia,South Indian,250,4.1
2028,Vikas Sweets & Restaurant,Rau,"North Indian, Fast Food, Street Food, Mithai",450,3.9
2029,Meals Lab,Annapurna Road,"North Indian, Chinese, Continental",500,3.9
2030,Mr. Egg King,HIG-LIG,"Fast Food, Street Food, North Indian",300,3.7
2031,The Samosa State,Old Palasia,"Chinese, Street Food",250,4
2032,Mr. Tiffins,Vijay Nagar,"North Indian, Fast Food, Sandwich",500,3.3
2033,Sam's Pizza,Vijay Nagar,"Fast Food, Pizza",500,2.7
2034,Chai Kaapi,New Palasia,"Cafe, Chinese, Biryani, North Indian",400,3.8
2035,Bake N Shake,"BCM Heights, Vijay Nagar","Cafe, Fast Food, Bakery",500,4.2
2036,Shree Gurukripa,Sarwate Bus Stand,North Indian,350,4.3
2037,Nafees Restaurant,Old Palasia,"North Indian, Mughlai",800,4.3
2038,Shree Gurukripa,Vijay Nagar,North Indian,500,4.1
2039,Maa Ki Rasoi,Sudama Nagar,"North Indian, South Indian",450,4.1
2040,Apna Sweets,Vijay Nagar,"Mithai, North Indian, South Indian, Beverages",400,4.3
2041,Dutt Guru Kripa,South Tukoganj,"North Indian, Fast Food",450,4.1
2042,Oye24,HIG-LIG,"North Indian, Chinese",250,4.1
2043,Mitti - Organic. Fresh. Desi.,Old Palasia,"Cafe, North Indian",600,4.3
2044,Cravings - Sayaji Hotel,"Sayaji Hotel, Vijay Nagar","North Indian, Chinese, Italian",1800,4.7
2045,Hotel Rajhans,Sarafa Bazaar,North Indian,400,4
2046,The Cube - Hotel Effotel,"Hotel Effotel, Vijay Nagar","North Indian, Chinese, Italian",1200,4.8
2047,Apna Sweets,Sapna Sangeeta,"Mithai, North Indian, South Indian, Beverages",400,4
2048,99 Rotiwala,HIG-LIG,North Indian,500,4.2
2049,The Monroe,New Palasia,"Italian, Chinese, North Indian",900,4.4
2050,Singh Sahab,Sapna Sangeeta,"North Indian, Chinese",600,3.9
2051,Tic Tac Toe,Vijay Nagar,"North Indian, Chinese, Fast Food",1200,4.4
2052,Indore Kitchen - Indore Marriott Hotel,"Indore Marriott Hotel, Vijay Nagar","North Indian, Italian, Asian, Fast Food",1800,4.4
2053,Taberna - The Cafe Bar,Vijay Nagar,"Italian, North Indian, Chinese",1400,4.4
2054,Mangosteen Cafe,New Palasia,Cafe,800,4
2055,Dilli Darbar Family Restaurant,Old Palasia,"Chinese, North Indian",750,3.9
2056,Mocha,YN Road,"Cafe, Continental, Italian, Street Food",800,4.2
2057,Gyaniji Ka Khalsa Dhaba,Bhawar Kuan,"North Indian, Chinese",400,3.9
2058,Apna Sweets,Annapurna Road,"Mithai, North Indian, South Indian, Beverages",400,3.8
2059,Pishori Restaurant,Sapna Sangeeta,"North Indian, Chinese, Mughlai",800,4
2060,Banana Leaf,"Malhar Mega Mall, Vijay Nagar","South Indian, North Indian",800,4.3
2061,Patissez,Vijay Nagar,"Continental, Desserts",1000,4.3
2062,Mama Loca,New Palasia,"Continental, Italian",1100,4.3
2063,Hobnob Gourmet Cafébar,"Infiniti Hotel, Vijay Nagar","Continental, Italian, North Indian",1950,4.6
2064,O2 Cafe De La Ville,New Palasia,"Cafe, Fast Food",900,4.1
2065,Just My Bakes,Vijay Nagar,"Cafe, North Indian, Bakery",700,4
2066,Guru Kripa,Rau,North Indian,300,3.9
2067,Mr. Beans,Old Palasia,"Cafe, French, Italian",800,4.3
2068,Cafe Chapter One,Vijay Nagar,"Cafe, Italian, Fast Food",750,4.5
2069,Oye24,Manik Bagh Road,"North Indian, Chinese",250,3.7
2070,Bollywood Theka,"Infiniti Hotel, Vijay Nagar","North Indian, Fast Food, Finger Food",1300,4.4
2071,Chick N Serve,Khajrana,"Lebanese, North Indian, Chinese",800,4.1
2072,Cafe Terazza,Vijay Nagar,"Cafe, Italian, Chinese",900,3.9
2073,Mustang - Hotel Somdeep Palace," Hotel Somdeep Palace, Vijay Nagar","North Indian, Chinese",1500,4.7
2074,Hotel Shree Leela,Sapna Sangeeta,North Indian,400,3.8
2075,Pizza Hut,Sapna Sangeeta,"Pizza, Fast Food, Italian",700,3.6
2076,Tea Shack,Vijay Nagar,"Fast Food, Italian",450,4.2
2077,Pizza Hut,"Malhar Mega Mall, Vijay Nagar","Pizza, Fast Food, Italian",700,3.3
2078,Food 4 Foodie,HIG-LIG,"North Indian, Fast Food",450,3.7
2079,Ravi Alpahar,Old Palasia,Street Food,100,4.3
2080,Namo Sandwich,Sudama Nagar,Fast Food,500,4.3
2081,Vijay Chaat House,"56 Dukan, New Palasia",Street Food,100,4.8
2082,Cafe Yolo,Vijay Nagar,"Cafe, Fast Food",650,4.1
2083,Behrouz Biryani,Old Palasia,"Biryani, North Indian, Mughlai",700,4.4
2084,Sheetal Restaurant,Sudama Nagar,"North Indian, South Indian",600,3.9
2085,Hotel Shreemaya,"Hotel Shreemaya, RNT Marg","North Indian, Mughlai, Chinese",1100,4.4
2086,Oiya,New Palasia,Cafe,600,4.4
2087,10 Downing Street,Vijay Nagar,"North Indian, Chinese",1500,4.1
2088,Little Monk,MR 10 Road,"North Indian, Italian, Chinese",1000,4.2
2089,Chang's Legacy,Vijay Nagar,"Chinese, North Indian",800,4.6
2090,JAL - A Jungle Restaurant,Bhawar Kuan,"North Indian, Chinese",850,4.2
2091,Singh Restaurant,Vijay Nagar,"North Indian, Chinese",500,3.8
2092,Behrouz Biryani,"Mangal City Mall, Vijay Nagar","Biryani, North Indian, Mughlai",700,4.4
2093,Pind Balluchi,Vijay Nagar,North Indian,1000,3.9
2094,Via Indore,New Palasia,North Indian,550,3.6
2095,Madhur Zayka Sweets n Cafe,Annapurna Road,"North Indian, South Indian, Fast Food, Mithai",500,3.8
2096,Khaanafest,Khajrana,"North Indian, Chinese, Beverages",500,3.9
2097,Fagun Restaurant,Vijay Nagar,"North Indian, Continental, Chinese",1200,4.3
2098,Faasos,Old Palasia,"Fast Food, North Indian, Biryani, Rolls, Wraps",600,4.2
2099,Rangla Punjab The Dhaba,Old Palasia,"North Indian, Chinese",600,3.9
2100,Goldy Di Hatti,"BCM Heights, Vijay Nagar","North Indian, Chinese, Biryani",400,3.9
2101,Apna Sweets,Bombay Bazaar,"Mithai, North Indian, South Indian, Beverages",400,3.2
2102,Hill's View - Papaya Tree Hotel,Papaya Tree Hotel,"North Indian, Chinese, Italian",1300,4.4
2103,Shosha Cafebar,Vijay Nagar,"North Indian, Mexican, Italian",1500,4
2104,Vidorra,Old Palasia,"North Indian, Chinese",1500,4.1
2105,iFoodLounge,Old Palasia,"North Indian, South Indian, Chinese, Fast Food, Street Food",400,3.9
2106,Cream Centre,Vijay Nagar,"North Indian, Italian, Mexican",900,3.9
2107,Nom! Nom! Chinese,Vijay Nagar,"Chinese, Seafood",600,4.1
2108,Lotus Cafe & Restaurant,Rajendra Nagar,"Cafe, North Indian",550,3.3
2109,KYRO,Bhawar Kuan,"North Indian, Chinese, Continental, Mediterranean, Asian",1800,3.7
2110,Pitchers Cafebar,Vijay Nagar,"North Indian, Italian, Fast Food",1000,4
2111,Pizza Hut,Old Palasia,"Pizza, Fast Food, Italian",700,3.3
2112,Freito,Vijay Nagar,"Mexican, Italian, Cafe",900,4
2113,Masala Medley Cafe,Sapna Sangeeta,"Cafe, North Indian",600,3.7
2114,Madni Non Veg Restaurant,Gangwal Bus Stand,"North Indian, Biryani",400,4.1
2115,Kebabilal's,Bhawar Kuan,"North Indian, Chinese",700,3.7
2116,Pleasure House,Bhawar Kuan,"Cafe, Fast Food",500,4.3
2117,House Of Malts,Vijay Nagar,"North Indian, Italian",1000,4.1
2118,Alav,New Palasia,"North Indian, Chinese",700,4
2119,Cafe Kono,New Palasia,Cafe,500,4
2120,Little Italy,Vijay Nagar,"Italian, Mexican",1400,4.5
2121,Shreemaya Celebrity,"Hotel Shreemaya Residency, Press Complex","North Indian, South Indian, Italian, Chinese, Street Food",500,4.5
2122,Shree Chotiwala Restaurant,South Tukoganj,"North Indian, Chinese",450,3.7
2123,Angaraa,Old Palasia,"North Indian, Chinese",650,3.2
2124,Vrindavan Restaurant,Vijay Nagar,"North Indian, Chinese, Mughlai",800,3.7
2125,Hotel Guru Kripa,Sarwate Bus Stand,North Indian,350,4.3
2126,The Creative Kitchen - Radisson Blu Hotel,"Radisson Blu Hotel, Vijay Nagar","North Indian, Continental, Mexican, Italian",2000,4.1
2127,Oakaz - Cafe and Restaurant,South Tukoganj,"Cafe, North Indian, Fast Food",600,3.7
2128,Chopstick City - Sayaji Hotel,"Sayaji Hotel, Vijay Nagar",Chinese,1500,4.5
2129,Hotel Guru Kripa Avenue,Sarwate Bus Stand,North Indian,350,4.1
2130,The Eyry,New Palasia,"Cafe, Mexican, Italian, North Indian",1000,4.1
2131,Ranjeet's Kitchen,Sudama Nagar,North Indian,450,3.3
2132,The Chocolate Room,"BCM Heights, Vijay Nagar","Cafe, Desserts",700,3.9
2133,Hotel Shree Leela,Sarwate Bus Stand,North Indian,400,3.8
2134,Cafe Bake Well,"Hotel Crown Palace, South Tukoganj","Cafe, Chinese",400,3.9
2135,Namo Sandwich,Sudama Nagar,Fast Food,500,4.3
2136,Bake N Shake,"BCM Heights, Vijay Nagar","Cafe, Fast Food, Bakery",500,4.2
2137,Shree Gurukripa,Sarwate Bus Stand,North Indian,350,4.3
2138,Hotel Guru Kripa,Sarwate Bus Stand,North Indian,350,4.3
2139,Nafees Restaurant,Old Palasia,"North Indian, Mughlai",800,4.3
2140,Shree Gurukripa,Vijay Nagar,North Indian,500,4.1
2141,Hotel Guru Kripa Avenue,Sarwate Bus Stand,North Indian,350,4.1
2142,Maa Ki Rasoi,Sudama Nagar,"North Indian, South Indian",450,4.1
2143,Apna Sweets,Vijay Nagar,"Mithai, North Indian, South Indian, Beverages",400,4.3
2144,Dutt Guru Kripa,South Tukoganj,"North Indian, Fast Food",450,4.1
2145,Oye24,HIG-LIG,"North Indian, Chinese",250,4.1
2146,Mitti - Organic. Fresh. Desi.,Old Palasia,"Cafe, North Indian",600,4.3
2147,Sagar Gaire,New Palasia,"South Indian, North Indian, Fast Food",450,4.1
2148,SD 21 - Hotel Somdeep Palace," Hotel Somdeep Palace, Vijay Nagar","North Indian, Chinese",1100,4.6
2149,Domino's Pizza,"Sapna Sangeeta Mall, Sapna Sangeeta","Pizza, Fast Food",400,3.9
